date	Internal
2014-01-08-13-49-35	0
2014-01-08-13-49-36	0
2014-01-08-13-49-37	0
2014-01-08-13-49-39	0
2014-01-08-13-49-40	0
2014-01-08-13-49-41	0
2014-01-08-13-49-42	0
2014-01-08-13-49-43	0
2014-01-08-13-49-44	0
2014-01-08-13-49-45	0
2014-01-08-13-49-46	0
2014-01-08-13-49-47	0
2014-01-08-13-49-49	0
2014-01-08-13-49-50	0
2014-01-08-13-49-51	0
2014-01-08-13-49-52	0
2014-01-08-13-49-53	0
2014-01-08-13-49-54	0
2014-01-08-13-49-55	0
2014-01-08-13-49-56	0
2014-01-08-13-49-57	0
2014-01-08-13-49-59	0
2014-01-08-13-50-00	0
2014-01-08-13-50-01	0
2014-01-08-13-50-02	0
2014-01-08-13-50-03	0
2014-01-08-13-50-04	0
2014-01-08-13-50-05	0
2014-01-08-13-50-06	0
2014-01-08-13-50-07	0
2014-01-08-13-50-09	0
2014-01-08-13-50-10	0
2014-01-08-13-50-11	0
2014-01-08-13-50-12	0
2014-01-08-13-50-13	0
2014-01-08-13-50-14	0
2014-01-08-13-50-15	0
2014-01-08-13-50-16	0
2014-01-08-13-50-18	0
2014-01-08-13-50-19	0
2014-01-08-13-50-20	0
2014-01-08-13-50-21	0
2014-01-08-13-50-22	0
2014-01-08-13-50-23	0
2014-01-08-13-50-24	0
2014-01-08-13-50-25	0
2014-01-08-13-50-26	0
2014-01-08-13-50-28	0
2014-01-08-13-50-29	0
2014-01-08-13-50-30	0
2014-01-08-13-50-31	0
2014-01-08-13-50-32	0
2014-01-08-13-50-33	0
2014-01-08-13-50-34	0
2014-01-08-13-50-35	0
2014-01-08-13-50-36	0
2014-01-08-13-50-38	0
2014-01-08-13-50-39	0
2014-01-08-13-50-40	0
2014-01-08-13-50-41	0
2014-01-08-13-50-42	0
2014-01-08-13-50-44	0
2014-01-08-13-50-45	0
2014-01-08-13-50-46	0
2014-01-08-13-50-47	0
2014-01-08-13-50-48	0
2014-01-08-13-50-49	0
