date	frequency	type
2014-01-08-15-31-03	215.33203125	Major Frequency
2014-01-08-15-31-05	43.06640625	Major Frequency
2014-01-08-15-31-08	0	Major Frequency
2014-01-08-15-31-10	0	Major Frequency
2014-01-08-15-31-12	0	Major Frequency
2014-01-08-15-31-14	0	Major Frequency
2014-01-08-15-31-16	0	Major Frequency
2014-01-08-15-31-18	43.06640625	Major Frequency
2014-01-08-15-31-20	0	Major Frequency
2014-01-08-15-31-22	172.265625	Major Frequency
2014-01-08-15-31-24	172.265625	Major Frequency
2014-01-08-15-31-27	0	Major Frequency
2014-01-08-15-31-29	0	Major Frequency
2014-01-08-15-31-31	0	Major Frequency
2014-01-08-15-31-33	0	Major Frequency
2014-01-08-15-31-35	43.06640625	Major Frequency
2014-01-08-15-31-37	0	Major Frequency
2014-01-08-15-31-39	0	Major Frequency
2014-01-08-15-31-41	0	Major Frequency
2014-01-08-15-31-43	43.06640625	Major Frequency
2014-01-08-15-31-45	0	Major Frequency
2014-01-08-15-31-48	301.46484375	Major Frequency
2014-01-08-15-31-50	0	Major Frequency
2014-01-08-15-31-52	43.06640625	Major Frequency
2014-01-08-15-31-54	0	Major Frequency
2014-01-08-15-31-56	0	Major Frequency
2014-01-08-15-31-58	215.33203125	Major Frequency
2014-01-08-15-32-00	215.33203125	Major Frequency
2014-01-08-15-32-02	0	Major Frequency
2014-01-08-15-32-04	129.19921875	Major Frequency
2014-01-08-15-32-06	0	Major Frequency
2014-01-08-15-32-09	129.19921875	Major Frequency
2014-01-08-15-32-11	0	Major Frequency
2014-01-08-15-32-13	0	Major Frequency
2014-01-08-15-32-15	0	Major Frequency
2014-01-08-15-32-17	0	Major Frequency
2014-01-08-15-32-19	0	Major Frequency
2014-01-08-15-32-21	43.06640625	Major Frequency
2014-01-08-15-32-23	43.06640625	Major Frequency
2014-01-08-15-32-25	0	Major Frequency
2014-01-08-15-32-28	0	Major Frequency
2014-01-08-15-32-30	43.06640625	Major Frequency
2014-01-08-15-32-32	0	Major Frequency
2014-01-08-15-32-34	172.265625	Major Frequency
2014-01-08-15-32-36	43.06640625	Major Frequency
2014-01-08-15-32-38	0	Major Frequency
2014-01-08-15-32-40	0	Major Frequency
2014-01-08-15-32-42	0	Major Frequency
2014-01-08-15-32-44	0	Major Frequency
2014-01-08-15-32-46	0	Major Frequency
2014-01-08-15-32-49	516.796875	Major Frequency
2014-01-08-15-32-51	0	Major Frequency
2014-01-08-15-32-53	43.06640625	Major Frequency
2014-01-08-15-32-55	0	Major Frequency
2014-01-08-15-32-57	0	Major Frequency
2014-01-08-15-32-59	0	Major Frequency
2014-01-08-15-33-01	0	Major Frequency
2014-01-08-15-33-03	0	Major Frequency
2014-01-08-15-33-05	0	Major Frequency
2014-01-08-15-33-08	0	Major Frequency
2014-01-08-15-33-10	0	Major Frequency
2014-01-08-15-33-12	0	Major Frequency
2014-01-08-15-33-14	0	Major Frequency
2014-01-08-15-33-16	86.1328125	Major Frequency
2014-01-08-15-33-18	43.06640625	Major Frequency
2014-01-08-15-33-20	0	Major Frequency
2014-01-08-15-33-22	43.06640625	Major Frequency
2014-01-08-15-33-24	0	Major Frequency
2014-01-08-15-33-26	0	Major Frequency
2014-01-08-15-33-29	0	Major Frequency
2014-01-08-15-33-31	0	Major Frequency
2014-01-08-15-33-33	86.1328125	Major Frequency
2014-01-08-15-33-35	0	Major Frequency
2014-01-08-15-33-37	43.06640625	Major Frequency
2014-01-08-15-33-39	0	Major Frequency
2014-01-08-15-33-41	0	Major Frequency
2014-01-08-15-33-43	172.265625	Major Frequency
2014-01-08-15-33-45	86.1328125	Major Frequency
2014-01-08-15-33-48	0	Major Frequency
2014-01-08-15-33-50	0	Major Frequency
2014-01-08-15-33-52	0	Major Frequency
2014-01-08-15-33-54	43.06640625	Major Frequency
2014-01-08-15-33-56	0	Major Frequency
2014-01-08-15-33-58	43.06640625	Major Frequency
2014-01-08-15-34-00	0	Major Frequency
2014-01-08-15-34-02	0	Major Frequency
2014-01-08-15-34-04	43.06640625	Major Frequency
2014-01-08-15-34-06	0	Major Frequency
2014-01-08-15-34-09	43.06640625	Major Frequency
2014-01-08-15-34-11	43.06640625	Major Frequency
2014-01-08-15-34-13	43.06640625	Major Frequency
2014-01-08-15-34-15	215.33203125	Major Frequency
2014-01-08-15-34-17	0	Major Frequency
2014-01-08-15-34-19	0	Major Frequency
2014-01-08-15-34-21	0	Major Frequency
2014-01-08-15-34-23	43.06640625	Major Frequency
2014-01-08-17-24-31	0	Major Frequency
2014-01-08-17-24-46	0	Major Frequency
2014-01-08-17-25-01	0	Major Frequency
2014-01-08-17-25-16	0	Major Frequency
2014-01-08-17-25-31	0	Major Frequency
2014-01-08-17-25-46	0	Major Frequency
2014-01-08-17-26-01	0	Major Frequency
2014-01-08-17-26-16	43.06640625	Major Frequency
2014-01-08-17-26-31	0	Major Frequency
2014-01-08-17-26-46	86.1328125	Major Frequency
2014-01-08-17-27-02	43.06640625	Major Frequency
2014-01-08-17-27-17	0	Major Frequency
2014-01-08-17-27-32	0	Major Frequency
2014-01-08-17-27-47	0	Major Frequency
2014-01-08-17-28-02	258.3984375	Major Frequency
2014-01-08-17-28-17	43.06640625	Major Frequency
2014-01-08-17-28-32	43.06640625	Major Frequency
2014-01-08-17-28-47	0	Major Frequency
2014-01-08-17-29-03	86.1328125	Major Frequency
2014-01-08-17-29-18	0	Major Frequency
2014-01-08-17-29-33	43.06640625	Major Frequency
2014-01-08-17-29-48	0	Major Frequency
2014-01-08-17-30-03	0	Major Frequency
2014-01-08-17-30-18	0	Major Frequency
2014-01-08-17-30-33	0	Major Frequency
2014-01-08-17-30-48	0	Major Frequency
2014-01-08-17-31-03	43.06640625	Major Frequency
2014-01-08-17-31-19	0	Major Frequency
2014-01-08-17-31-34	0	Major Frequency
2014-01-08-17-31-49	86.1328125	Major Frequency
2014-01-08-17-32-04	0	Major Frequency
2014-01-08-17-32-19	0	Major Frequency
2014-01-08-17-32-34	43.06640625	Major Frequency
2014-01-08-17-32-49	0	Major Frequency
2014-01-08-17-33-04	43.06640625	Major Frequency
2014-01-08-17-33-19	0	Major Frequency
2014-01-08-17-33-35	86.1328125	Major Frequency
2014-01-08-17-33-50	0	Major Frequency
2014-01-08-17-34-05	0	Major Frequency
2014-01-08-17-34-20	0	Major Frequency
2014-01-08-17-34-35	0	Major Frequency
2014-01-08-17-34-50	0	Major Frequency
2014-01-08-17-35-05	0	Major Frequency
2014-01-08-17-35-30	43.06640625	Major Frequency
2014-01-08-17-35-45	0	Major Frequency
2014-01-08-17-36-00	129.19921875	Major Frequency
2014-01-08-17-36-15	0	Major Frequency
2014-01-08-17-36-37	0	Major Frequency
2014-01-08-17-36-56	0	Major Frequency
2014-01-08-17-37-44	0	Major Frequency
2014-01-08-17-38-38	0	Major Frequency
2014-01-08-17-38-53	0	Major Frequency
2014-01-08-17-39-08	0	Major Frequency
2014-01-08-17-39-23	0	Major Frequency
2014-01-08-17-40-07	129.19921875	Major Frequency
2014-01-08-17-40-42	0	Major Frequency
2014-01-08-17-40-57	0	Major Frequency
2014-01-08-17-41-12	0	Major Frequency
2014-01-08-17-41-51	0	Major Frequency
2014-01-08-17-43-11	0	Major Frequency
